BIZ_UNIT	PD_S_C	PD_S_NM	PD_M_NM	PD_H_NM
A03	0315	즉석스프	즉석식품	일반식품
A03	0316	즉석누룽지	즉석식품	일반식품
A03	0317	즉석면류	즉석식품	일반식품
A03	0318	즉석국/찌개	즉석식품	일반식품
A03	0319	기타레토르트	즉석식품	일반식품
A03	0320	분말카레짜장	즉석식품	일반식품
A03	0321	분말스프	즉석식품	일반식품
A03	0322	채소병통조림	병통조림	일반식품
A03	0323	과일병통조림	병통조림	일반식품
A03	0324	참치통조림	병통조림	일반식품
A03	0325	골뱅이통조림	병통조림	일반식품
A03	0326	꽁치고등어통조림	병통조림	일반식품
A03	0327	연어통조림	병통조림	일반식품
A03	0328	기타수산통조림	병통조림	일반식품
A03	0329	햄통조림	병통조림	일반식품
A03	0330	닭고기통조림	병통조림	일반식품
A03	0331	기타축산통조림	병통조림	일반식품
A03	0332	햄통조림세트	병통조림	일반식품
A03	0333	참치통조림세트	병통조림	일반식품
A03	0334	통조림혼합세트	병통조림	일반식품
A03	0335	연어통조림세트	병통조림	일반식품
A03	0336	과일잼	병통조림	일반식품
A03	0337	스프레드	병통조림	일반식품
A03	0338	분유	분유	일반식품
A03	0339	이유식	분유	일반식품
A03	0340	유아과자	분유	일반식품
A03	0341	유아음료	분유	일반식품
A03	0342	케첩	케첩마요네즈	조미료류
A03	0343	마요네즈	케첩마요네즈	조미료류
A03	0344	상온드레싱	케첩마요네즈	조미료류
A03	0345	양념소스	케첩마요네즈	조미료류
A03	0346	국물용소스	케첩마요네즈	조미료류
A03	0347	파스타소스	케첩마요네즈	조미료류
A03	0348	고기양념장	케첩마요네즈	조미료류
A03	0349	간장	장류	조미료류
A03	0350	된장	장류	조미료류
A03	0351	고추장	장류	조미료류
A03	0352	쌈장	장류	조미료류
A03	0353	기타장류	장류	조미료류
A03	0354	콩기름	식용유	조미료류
A03	0355	옥수수기름	식용유	조미료류
A03	0356	참기름/들기름	식용유	조미료류
A03	0357	올리브유	식용유	조미료류
A03	0358	포도씨유	식용유	조미료류
A03	0359	카놀라유	식용유	조미료류
A03	0360	해바라기씨유	식용유	조미료류
A03	0361	기타식용유	식용유	조미료류
A03	0362	소금	조미료	조미료류
A03	0363	설탕	감미료	조미료류
A03	0364	물엿/시럽	감미료	조미료류
A03	0365	식초	조미료	조미료류
A03	0366	음용식초	조미료	조미료류
A03	0367	액젓	조미료	조미료류
A03	0368	가공조미료	조미료	조미료류
A03	0369	자연조미료	조미료	조미료류
A03	0370	액상조미료	조미료	조미료류
A03	0371	고춧가루	조미료	조미료류
A03	0372	후추	조미료	조미료류
A03	0373	겨자/고추냉이	조미료	조미료류
A03	0374	깨	조미료	조미료류
A03	0375	허브류	조미료	조미료류
A03	0376	기타향신료	조미료	조미료류
A03	0377	밀가루	가공분말류	조미료류
A03	0378	빵가루	가공분말류	조미료류
A03	0379	부침가루	가공분말류	조미료류
A03	0380	튀김가루	가공분말류	조미료류
A03	0381	곡물가루	가공분말류	조미료류
A03	0382	기타분말류	가공분말류	조미료류
A03	0383	도넛가루/핫케이크가루	가공분말류	조미료류
A03	0384	호떡믹스	가공분말류	조미료류
A03	0385	빵믹스	가공분말류	조미료류
A03	0386	아이스크림믹스	가공분말류	조미료류
A03	0387	기타프리믹스	가공분말류	조미료류
A03	0388	식용유세트	식용유	조미료류
A03	0389	기타조미료세트	조미료	조미료류
A03	0390	일반껌	캔디껌류	면과자
A03	0391	기능성껌	캔디껌류	면과자
A03	0392	풍선껌	캔디껌류	면과자
A03	0393	하드캔디	캔디껌류	면과자
A03	0394	소프트캔디	캔디껌류	면과자
A03	0395	젤리	캔디껌류	면과자
A03	0396	양갱	캔디껌류	면과자
A03	0397	캐러멜	캔디껌류	면과자
A03	0398	토이캔디	캔디껌류	면과자
A03	0399	기능성캔디	캔디껌류	면과자
A03	0400	판초콜릿	초콜렛	면과자
A03	0401	쉘초콜릿	초콜렛	면과자
A03	0402	바초콜릿	초콜렛	면과자
A03	0403	감자스낵	스낵	면과자
A03	0404	고구마스낵	스낵	면과자
A03	0405	옥수수스낵	스낵	면과자
A03	0406	쌀스낵	스낵	면과자
A03	0407	일반스낵	스낵	면과자
A03	0408	영양바	스낵	면과자
A03	0409	팝콘	스낵	면과자
A03	0410	크래커	쿠키케이크	면과자
A03	0411	쿠키	쿠키케이크	면과자
A03	0412	샌드	쿠키케이크	면과자
A03	0413	스틱과자	쿠키케이크	면과자
A03	0414	쿠키케이크	쿠키케이크	면과자
A03	0415	파이	쿠키케이크	면과자
A03	0416	맛밤류	가공건식품	일반식품
A03	0417	안주용육포류	가공건식품	일반식품
A03	0418	기타간식/안주형과자	가공건식품	일반식품
A03	0419	한과	기타조리식품	조리식품
A03	0420	기타전통과자	전통과자	면과자
A03	0421	과자세트	쿠키케이크	면과자
A03	0422	사탕/캔디세트	캔디껌류	면과자
A03	0423	초콜릿세트	초콜렛	면과자
A03	0424	생수	생수	음료
A03	0425	탄산수	탄산음료	음료
A03	0426	사이다	탄산음료	음료
A03	0427	콜라	탄산음료	음료
A03	0428	혼합탄산	탄산음료	음료
A03	0429	스포츠음료	기능성음료	음료
A03	0430	비타민/에너지음료	기능성음료	음료
A03	0431	식이섬유음료	기능성음료	음료
A03	0432	한방음료	기능성음료	음료
A03	0433	숙취해소음료	기능성음료	음료
A03	0434	기타기능성음료	기능성음료	음료
A03	0435	과일음료	과채음료	음료
A03	0436	채소음료	과채음료	음료
A03	0437	과채혼합음료	과채음료	음료
A03	0438	어린이음료	과채음료	음료
A03	0439	일반차음료	차음료	음료
A03	0440	전통차음료	차음료	음료
A03	0441	커피음료	커피음료	음료
A03	0442	파우치/즉석음료	커피음료	음료
A03	0443	일반두유	두유	음료
A03	0444	유아두유	두유	음료
A03	0445	기능성음료세트	기능성음료	음료
A03	0446	과채음료세트	과채음료	음료
A03	0447	티백/드립원두커피	커피류	일반식품
A03	0448	캡슐원두커피	커피류	일반식품
A03	0449	분쇄/홀빈원두커피	커피류	일반식품
A03	0450	스틱원두커피	커피류	일반식품
A03	0451	용기/리필커피	커피류	일반식품
A03	0452	믹스커피	커피류	일반식품
A03	0453	아이스믹스커피	커피류	일반식품
A03	0454	컵커피차류	커피류	일반식품
A03	0455	커피크리머	커피류	일반식품
A03	0456	식수용차	차류	일반식품
A03	0457	녹차/홍차	차류	일반식품
A03	0458	과실차	차류	일반식품
A03	0459	곡물/견과차	차류	일반식품
A03	0460	허브/꽃차	차류	일반식품
A03	0461	전통/한방차	차류	일반식품
A03	0462	코코아	차류	일반식품
A03	0463	아이스티	차류	일반식품
A03	0464	커피세트	커피류	일반식품
A03	0465	차세트	차류	일반식품
A03	0466	일반소주	소주	주류
A03	0467	칵테일소주	소주	주류
A03	0468	담금소주	소주	주류
A03	0469	국산맥주	맥주	주류
A03	0470	수입맥주	맥주	주류
A03	0471	무알콜맥주	탄산음료	음료
A03	0472	레드와인	와인	주류
A03	0473	화이트와인	와인	주류
A03	0474	스파클링와인	와인	주류
A03	0475	위스키	양주	주류
A03	0476	리큐르	양주	주류
A03	0477	기타양주	양주	주류
A03	0478	막걸리	전통주	주류
A03	0479	청주	전통주	주류
A03	0480	과실주/담금주	전통주	주류
A03	0481	중국술	전통주	주류
A03	0482	일본술	전통주	주류
A03	0483	기타전통주	전통주	주류
A03	0484	와인세트	와인	주류
A03	0485	전통주세트	전통주	주류
A03	0486	일반우유	우유	낙농
A03	0487	기능성우유	우유	낙농
A03	0488	가공우유	우유	낙농
A03	0489	크림/연유	우유	낙농
A03	0490	버터/마가린	치즈버터	낙농
A03	0491	치즈	치즈버터	낙농
A03	0492	일반요구르트	발효유	낙농
A03	0493	마시는요구르트	발효유	낙농
A03	0494	떠먹는요구르트	발효유	낙농
A03	0495	냉동밥	냉동MS	MS
A03	0496	냉동면	냉동MS	MS
A03	0497	냉동만두	만두	냉동
A03	0498	냉동피자	냉동MS	MS
A03	0499	냉동핫도그	냉동MS	MS
A03	0500	냉동튀김	냉동MS	MS
A03	0501	냉동부침	냉동MS	MS
A03	0502	냉동국탕류	냉동MS	MS
A03	0503	냉동디저트	냉동MS	MS
A03	0504	냉동떡볶이	냉동MS	MS
A03	0505	바아이스크림	아이스크림	냉동
A03	0506	튜브아이스크림	아이스크림	냉동
A03	0507	콘아이스크림	아이스크림	냉동
A03	0508	모나카	아이스크림	냉동
A03	0509	컵아이스크림	아이스크림	냉동
A03	0510	홈아이스크림	아이스크림	냉동
A03	0511	아이스크림케이크	아이스크림	냉동
A01	0379	핑	골프용품	스포츠
A03	0513	냉장커피차음료	냉장음료	낙농
A01	0040	즉석구이김류	수산품	식품
A01	0041	건어물류	수산품	식품
A01	0042	도너츠	수산품	식품
A01	0043	굴비세트	수산품	식품
A01	0044	건어물세트	수산품	식품
A01	0045	젓갈세트	젓갈/반찬	식품
A01	0046	초밥	가공식품	식품
A01	0047	선어세트	수산품	식품
A01	0048	굴비세트	수산품	식품
A01	0049	안주세트	수산품	식품
A01	0050	기타건생선세트	수산품	식품
A01	0051	김세트	수산품	식품
A01	0052	멸치세트	수산품	식품
A01	0053	"제과	제빵"	가공식품	식품
A01	0054	수산단기행사	수산품	식품
A01	0055	일반가공식품	가공식품	식품
A01	0056	특산물행사	가공식품	식품
A01	0057	가공선물세트	가공식품	식품
A01	0058	케익류	가공식품	식품
A01	0059	양과자류	가공식품	식품
A01	0060	전문베이커리	가공식품	식품
A01	0061	떡	가공식품	식품
A01	0062	한과	가공식품	식품
A01	0063	한과(세트행사)	가공식품	식품
A01	0064	양과(세트행사)	가공식품	식품
A01	0065	규격젓갈	젓갈/반찬	식품
A01	0066	벌크젓갈	젓갈/반찬	식품
A01	0067	규격김치	젓갈/반찬	식품
A01	0068	벌크김치	젓갈/반찬	식품
A01	0069	반찬장류세트	가공식품	식품
A01	0070	장류	젓갈/반찬	식품
A01	0071	어묵	젓갈/반찬	식품
A01	0072	가공행사	젓갈/반찬	식품
A01	0073	초콜릿	젓갈/반찬	식품
A01	0074	건강식품(홍삼)	건강식품	식품
A01	0075	건강식품	건강식품	식품
A01	0076	주류	주류	식품
A01	0077	음료	주류	식품
A01	0078	한차	주류	식품
A01	0079	공병	주류	식품
A01	0080	건강식품(비타민)	건강식품	식품
A01	0081	원두커피	차/커피	식품
A01	0082	수입식품	차/커피	식품
A01	0083	포숑	가공식품	식품
A01	0084	수입단기행사	가공식품	식품
A01	0085	즉석반찬	젓갈/반찬	식품
A01	0086	위생세제	일용잡화	식품
A01	0087	휴지류	일용잡화	식품
A01	0088	뷰티상품	일용잡화	식품
A01	0089	일용잡화	일용잡화	식품
A01	0090	세트상품	일용잡화	식품
A01	0091	기타음료	주류	식품
A01	0092	기타베이커리	가공식품	식품
A01	0093	단기행사	일용잡화	식품
A01	0094	즉석.스넥(매장)	가공식품	식품
A01	0095	밥류	가공식품	식품
A01	0096	면류	가공식품	식품
A01	0097	패밀리레스토랑	가공식품	식품
A01	0098	아이스크림	가공식품	식품
A01	0099	커피숍	가공식품	식품
A01	0100	KKD	가공식품	식품
A01	0101	푸드코트	가공식품	식품
A01	0102	PECK Restaurant	기타	기타
A01	0103	PECK Enoteca	주류	식품
A01	0104	PECK Fruits	농산물	식품
A01	0105	PECK G&C	건강식품	식품
A01	0106	브랑제리	가공식품	식품
A01	0107	브랜드샵	가공식품	식품
A01	0108	엔젤리너스	가공식품	식품
A01	0109	롯데리아	가공식품	식품
A01	0110	TGIF	가공식품	식품
A01	0111	음료	가공식품	식품
A01	0112	분식	가공식품	식품
A01	0113	대형테넌트	가공식품	식품
A01	0114	디저트카페	가공식품	식품
A01	0115	양식	가공식품	식품
A01	0116	일식	가공식품	식품
A01	0117	한식	가공식품	식품
A01	0118	중식	가공식품	식품
A01	0119	패스트푸드	가공식품	식품
A01	0120	CJ팩토리샵	젓갈/반찬	식품
A01	0121	식당가 한식	가공식품	식품
A01	0122	식당가 중식	가공식품	식품
A01	0123	식당가 일식	가공식품	식품
A01	0124	식당가 양식	가공식품	식품
A01	0125	식당가 커피숍	가공식품	식품
A01	0126	식당가 아이스크림	가공식품	식품
A01	0127	식당가 레스토랑	가공식품	식품
A01	0128	식당가 기타	기타	기타
A01	0129	넥타이(특정)	섬유잡화	잡화
A01	0130	스카프(특정)	섬유잡화	잡화
A01	0131	선글라스(특정)	액세서리	잡화
A01	0132	양말(특정)	섬유잡화	잡화
A01	0133	손수건(특정)	섬유잡화	잡화
A01	0134	스타킹(특정)	섬유잡화	잡화
A01	0135	모자(특정)	섬유잡화	잡화
A01	0136	우/양산(특정)	섬유잡화	잡화
A01	0137	장갑(특정)	섬유잡화	잡화
A01	0138	기타	섬유잡화	잡화
A01	0139	누셀렉트샵	섬유잡화	잡화
A01	0140	패션	액세서리	잡화
A01	0141	모자(단기행사)	섬유잡화	잡화
A01	0142	패션갤러리움	섬유잡화	잡화
A01	0143	아이웨어	액세서리	잡화
A01	0144	화장품	화장품	잡화
A01	0145	기초 화장품	화장품	잡화
A01	0146	색조 화장품	화장품	잡화
A01	0147	향수	화장품	잡화
A01	0148	기타	화장품	잡화
A01	0149	기초A	화장품	잡화
A01	0150	화장품	화장품	잡화
A01	0151	헤어	액세서리	잡화
A01	0152	색조	화장품	잡화
A01	0153	아울렛(화장품)	화장품	잡화
A01	0154	무인양품	섬유잡화	잡화
A01	0155	조화	보석	잡화
A01	0156	라코스메티크	화장품	잡화
A01	0157	보석	보석	잡화
A01	0158	수입ACC	액세서리	잡화
A01	0159	헤어ACC	액세서리	잡화
A01	0160	국산ACC	액세서리	잡화
A01	0161	시계	준보석/시계	잡화
A01	0162	14K	액세서리	잡화
A01	0163	"기타(가발	포장	담배	연구	사진	수선)"	액세서리	잡화
A01	0164	네셔널	피혁잡화	잡화
A01	0165	가방	피혁잡화	잡화
A01	0166	임대	피혁잡화	잡화
A01	0167	4대 B/D	피혁잡화	잡화
A01	0168	단기행사	피혁잡화	잡화
A01	0169	핸드백	피혁잡화	잡화
A01	0170	장신	액세서리	잡화
A01	0171	올리브핫스텁	캐주얼	여성의류
A01	0172	영캐주얼	캐주얼	여성의류
A01	0173	진/유니	캐주얼	여성의류
A01	0174	이지	캐주얼	여성의류
A01	0175	스트리트	캐주얼	여성의류
A01	0176	올리브핫스텁	캐주얼	여성의류
A01	0177	패션내의	섬유잡화	잡화
A01	0178	영트랜디	섬유잡화	잡화
A01	0179	기타	섬유잡화	잡화
A01	0180	Bag&Bag	피혁잡화	잡화
A01	0181	영캐릭터	캐주얼	여성의류
A01	0182	영밸류	캐주얼	여성의류
A01	0183	영밸류 캐주얼	캐주얼	여성의류
A01	0184	쿨캐주얼	캐주얼	여성의류
A01	0185	컬처캐주얼	캐주얼	여성의류
A01	0186	수입브릿지	캐주얼	여성의류
A01	0187	수입캐주얼	캐주얼	여성의류
A01	0188	직소싱	기타	기타
A01	0189	캐릭터 여화	구두	잡화
A01	0190	디자이너	디자이너	여성의류
A01	0191	수입화	트래디셔널	남성의류
A01	0192	구두시즌	구두	잡화
A01	0193	캐릭터 남화	구두	잡화
A01	0194	구두단기행사	구두	잡화
A01	0195	NB 여화	구두	잡화
A01	0196	구두	피혁잡화	잡화
A01	0197	금강그룹	구두	잡화
A01	0198	Knit & Knot	시티웨어	여성의류
A01	0199	Knit & Knot(캐슬플라자)	시티웨어	여성의류
A01	0200	캐릭터캐주얼	캐주얼	여성의류
A01	0201	수입캐릭터	캐주얼	여성의류
A01	0202	이지캐주얼(행사)	캐주얼	여성의류
A01	0203	스트리트	캐주얼	여성의류
A01	0204	UNIT	캐주얼	여성의류
A01	0205	여성의류	캐주얼	여성의류
A01	0206	영캐주얼	캐주얼	여성의류
A01	0207	영캐주얼행사	캐주얼	여성의류
A01	0208	영 캐릭터	캐주얼	여성의류
A01	0209	영 트렌디	캐주얼	여성의류
A01	0210	global SPA	캐주얼	여성의류
A01	0211	영 컨템포러리	캐주얼	여성의류
A01	0212	부산디자인센터	캐주얼	여성의류
A02	0190	볶음/무침반찬	포장반찬HMR	가공HMR
A02	0191	절임반찬	포장반찬HMR	가공HMR
A02	0192	조림반찬	포장반찬HMR	가공HMR
A02	0193	꼬치	구이	온장조리
A02	0194	훈제/로스트	구이	온장조리
A02	0195	일반튀김	튀김	온장조리
A02	0196	치킨	튀김	온장조리
A02	0197	초밥	김/초밥	냉장조리
A02	0198	김밥/롤	김/초밥	냉장조리
A02	0199	포장젓갈	포장반찬HMR	가공HMR
A02	0200	도시락	도시락	냉장조리
A02	0201	샌드위치	도시락	냉장조리
A02	0202	샐러드	간편조리	냉장조리
A02	0203	요리	간편조리	냉장조리
A02	0204	일반떡	떡	대용식
A02	0205	요리떡	떡	대용식
A02	0206	전통과자	떡	대용식
A02	0207	족발	족발	대용식
A02	0208	나물/부침	조리반찬	즉석반찬
A02	0209	순대	족발	대용식
A02	0210	반찬류	조리반찬	즉석반찬
A02	0211	젓갈류	조리반찬	즉석반찬
A02	0212	즉석김치류	조리반찬	즉석반찬
A02	0213	즉석국탕/볶음	조리반찬	즉석반찬
A02	0214	제철반찬	시즌반찬	즉석반찬
A02	0215	김장김치	시즌반찬	즉석반찬
A02	0216	저염젓갈	포장젓갈	포장반찬
A02	0217	일반젓갈	포장젓갈	포장반찬
A02	0218	절임반찬	포장반찬	포장반찬
A02	0219	조림반찬	포장반찬	포장반찬
A02	0220	볶음/무침반찬	포장반찬	포장반찬
A02	0221	온라인포장반찬	포장반찬	포장반찬
A02	0222	단무지	냉장반찬	냉장냉동
A02	0223	디저트	냉장간편식HMR	가공HMR
A02	0224	부직포생리대	여성위생용품	위생용품
A01	0213	유니섹스캐주얼	캐주얼	여성의류
A01	0214	진캐주얼	캐주얼	여성의류
A01	0215	이지캐주얼	캐주얼	여성의류
A01	0216	쿨캐주얼	캐주얼	여성의류
A01	0217	프리미엄진	캐주얼	여성의류
A01	0218	컬처캐주얼	캐주얼	여성의류
A01	0219	GR-8	캐주얼	여성의류
A01	0220	SPACE 5.1	캐주얼	여성의류
A01	0221	마리메꼬	캐주얼	여성의류
A01	0222	커리어	커리어	여성의류
A01	0223	트래디셔널	트래디셔널	여성의류
A01	0224	5 ON THE GO	기타	기타
A01	0225	이지캐주얼	캐주얼	여성의류
A01	0226	세이브더칠드런	커리어	여성의류
A01	0227	편집샵	캐주얼	여성의류
A01	0228	엘레강스	시티웨어	여성의류
A01	0229	진스퀘어	캐주얼	여성의류
A01	0230	백팩편집	스포츠	스포츠
A01	0231	시니어	시티웨어	여성의류
A01	0232	란제리	란제리/내의	여성의류
A01	0233	패션내의	란제리/내의	여성의류
A01	0234	란제리행사	란제리/내의	여성의류
A01	0235	캐주얼피혁	캐주얼	여성의류
A01	0236	홈웨어	기타의류	여성의류
A01	0237	비아스텔리나	캐주얼	여성의류
A01	0238	디자이너부틱	디자이너	여성의류
A01	0239	디자이너캐릭터	디자이너	여성의류
A01	0240	모피	모피/피혁	여성의류
A01	0241	피혁	모피/피혁	여성의류
A01	0242	숙녀고정행사	기타의류	여성의류
A01	0243	숙녀단기행사	기타의류	여성의류
A01	0244	BYETTOL	멀티(아울렛)	여성의류
A01	0245	라뉴	캐주얼	여성의류
A01	0246	더블라우스	블라우스	여성의류
A01	0247	N.B정장	남성정장	남성의류
A01	0248	직수입정장	남성정장	남성의류
A01	0249	JPRESS	남성정장	남성의류
A01	0250	보기밀라노	남성정장	남성의류
A01	0251	정장점행사	남성정장	남성의류
A01	0252	시티캐주얼	남성캐주얼	남성의류
A01	0253	시티정장바지	남성캐주얼	남성의류
A01	0254	남성잡화	남성캐주얼	남성의류
A01	0255	남성 화장품	화장품	잡화
A01	0256	트랜디	남성 트랜디	남성의류
A01	0257	컨템포러리	남성 트랜디	남성의류
A01	0258	단기행사	남성 트랜디	남성의류
A03	0523	젓갈	냉장기타MS	MS
A03	0524	단무지	냉장농산	냉장
A03	0525	햄	냉장축산	냉장
A03	0526	베이컨	냉장축산	냉장
A03	0527	소시지	냉장축산	냉장
A03	0528	어묵	냉장수산	냉장
A03	0529	맛살	냉장수산	냉장
A03	0530	곤약	냉장수산	냉장
A03	0531	유부	냉장수산	냉장
A03	0532	김밥재료세트	냉장수산	냉장
A03	0533	냉장밥/죽	냉장식사MS	MS
A03	0534	냉장면	냉장식사MS	MS
A03	0535	냉장떡	냉장식사MS	MS
A03	0536	냉장간편떡볶이	냉장식사MS	MS
A03	0537	냉장장류	냉장기타MS	MS
A03	0538	냉장드레싱	냉장농산	냉장
A03	0539	냉장핫도그/핫바류	냉장간식MS	MS
A03	0540	냉장치킨족발류	냉장간식MS	MS
A03	0541	냉장국탕류	냉장간식MS	MS
A03	0542	냉장안주	냉장간식MS	MS
A03	0543	기타냉장간편식	냉장간식MS	MS
A03	0544	즉석젓갈류	선어가공	수산
A03	0545	즉석김치류	반찬류	조리식품
A03	0546	즉석조림반찬	반찬류	조리식품
A03	0547	즉석절임반찬	반찬류	조리식품
A02	1278	헬스건강	기능성건강	건강식품
A02	1279	혈행개선	기능성건강	건강식품
A02	1280	전통건강식품	홍인삼	건강식품
A02	1281	홍삼농축액	홍인삼	건강식품
A02	1282	홍삼즙	홍인삼	건강식품
A03	0230	한우목심	국내산우육	축산
A03	0231	한우앞다리	국내산우육	축산
A03	0232	한우우둔	국내산우육	축산
A03	0233	한우설도	국내산우육	축산
A03	0234	한우양지	국내산우육	축산
A03	0235	한우사태	국내산우육	축산
A03	0236	한우갈비	국내산우육	축산
A03	0237	한우부산물	국내산우육	축산
A03	0238	한우정육	국내산우육	축산
A03	0239	미국산소갈비	수입우육	축산
A03	0240	미국산소목심	수입우육	축산
A03	0241	미국산소등심	수입우육	축산
A03	0242	미국산소앞다리	수입우육	축산
A03	0243	미국산소양지	수입우육	축산
A03	0244	미국산소토시살	수입우육	축산
A03	0245	호주산소갈비	수입우육	축산
A03	0246	호주산소목심	수입우육	축산
A03	0247	호주산소등심	수입우육	축산
A03	0248	호주산소채끝	수입우육	축산
A03	0249	호주산소안심	수입우육	축산
A03	0250	호주산소설도	수입우육	축산
A03	0251	호주산소앞다리	수입우육	축산
A03	0252	호주산소양지	수입우육	축산
A03	0253	호주산소우둔	수입우육	축산
A03	0254	호주산소사태	수입우육	축산
A03	0255	호주산소안창살	수입우육	축산
A03	0256	호주산소토시살	수입우육	축산
A03	0257	수입산소갈비	수입우육	축산
A03	0258	수입산소목심	수입우육	축산
A03	0259	국산돼지안심	국내산돈육	축산
A03	0260	국산돼지등심	국내산돈육	축산
A03	0261	국산돼지등심덧살	국내산돈육	축산
A03	0262	국산돼지목심	국내산돈육	축산
A03	0263	국산돼지앞다리	국내산돈육	축산
A03	0264	국산돼지사태	국내산돈육	축산
A03	0265	국산돼지항정살	국내산돈육	축산
A03	0266	국산돼지뒷다리	국내산돈육	축산
A03	0267	국산돼지삼겹살	국내산돈육	축산
A03	0268	국산돼지갈매기살	국내산돈육	축산
A03	0269	국산돼지등갈비	국내산돈육	축산
A03	0270	국산돼지갈비	국내산돈육	축산
A03	0271	국산돼지부산물	국내산돈육	축산
A03	0272	수입돼지삼겹살	수입돈육	축산
A03	0273	수입돼지목심	수입돈육	축산
A03	0274	수입돼지정육	수입돈육	축산
A03	0275	삼계탕용닭	국내산계육	축산
A03	0276	볶음탕용닭	국내산계육	축산
A03	0277	닭다리	국내산계육	축산
A03	0278	닭가슴살	국내산계육	축산
A03	0279	닭안심	국내산계육	축산
A03	0280	닭아랫날개(윙)	국내산계육	축산
A01	0259	어반캐주얼	남성 트랜디	남성의류
A01	0260	어반스타일	트래디셔널	남성의류
A01	0261	Maniz	남성캐주얼	남성의류
A01	0262	지이크	남성 트랜디	남성의류
A05	0140	봉투보증금	일반서비스	서비스상품
A05	0141	기타	기타	기타(비상품)
A05	0142	생활잡화균일가	영업상품	서비스상품
A02	1578	스킨케어 및 물티슈	BABY/INFANT	완구
A02	1579	아몬드	건과	신선건강
A02	1580	직영식자재	식자재	조미식품
A02	1581	건강미용차	차	"커피	차"
A02	1582	혼합탄산	탄산음료	음료
A02	1583	기능성음료선물세트	기능성음료	음료
A02	1584	전통주선물세트	전통주	주류
A02	1585	앨범	오피스용품	문구
A02	1586	약용버섯세트	건강선물세트	신선건강
A02	1587	김밥재료묶음	어묵맛살	냉장냉동
A02	1588	배추	김치채소	잎/샐러드채소
A02	1589	얼갈이	김치채소	잎/샐러드채소
A02	1590	열무	김치채소	잎/샐러드채소
A02	1591	무우	김치채소	잎/샐러드채소
A02	1592	갓	김치채소	잎/샐러드채소
A02	1593	더덕세트	건강선물세트	신선건강
A02	1594	혼합세트	건강선물세트	신선건강
A02	1595	홈메이드믹스	가루	조미식품
A02	1596	제빵재료	가루	조미식품
A02	1597	드레싱	소스류	조미식품
A02	1598	기타	기타	기타
A02	1599	문화센터	문화센터	기타
A02	1600	냄비	조리용기	쿠킹&테이블웨어
A02	1601	뚝배기	조리용기	쿠킹&테이블웨어
A02	1602	압력솥	조리용기	쿠킹&테이블웨어
A02	1603	간편조리용기	조리용기	쿠킹&테이블웨어
A02	1604	곰솥/들통	조리용기	쿠킹&테이블웨어
A02	1605	주전자	조리용기	쿠킹&테이블웨어
A02	1606	믹싱볼/양푼	조리용기	쿠킹&테이블웨어
A02	1607	온라인조리용기	조리용기	쿠킹&테이블웨어
A02	1608	보조조리도구	조리도구	쿠킹&테이블웨어
A02	1609	주방가위	조리도구	쿠킹&테이블웨어
A02	1610	식과도	조리도구	쿠킹&테이블웨어
A02	1611	도마	조리도구	쿠킹&테이블웨어
A02	1612	쟁반	조리도구	쿠킹&테이블웨어
A02	1613	체/바구니	조리도구	쿠킹&테이블웨어
A02	1614	물병	음식저장/보관	주방잡화
A02	1615	밀폐용기	음식저장/보관	주방잡화
A02	1616	저장병	음식저장/보관	주방잡화
A02	1617	캠핑키친용품	야외/시즌용품	주방잡화
A02	1618	일회용품	야외/시즌용품	주방잡화
A02	1619	여름시즌용품	야외/시즌용품	주방잡화
A02	1620	다이소	균일가	주방잡화
A02	1621	믹서기	주방가전	가전
A02	1622	토스터기	주방가전	가전
A02	1623	다리미	주방가전	가전
A02	1624	이미용기	주방가전	가전
A02	1625	전기요/장판	시즌/건강가전	가전
A02	1626	건강가전	시즌/건강가전	가전
A02	1627	휴지통	휴지통	청소/수납용품
A01	0001	우육	육류	식품
A01	0002	돈육	육류	식품
A01	0003	계육	육류	식품
A01	0004	갈비세트	육류	식품
A01	0005	정육세트	육류	식품
A01	0006	수입육	육류	식품
A01	0007	양념육	육류	식품
A01	0008	햄	축산가공	식품
A01	0009	유제품	축산가공	식품
A01	0010	화과자	축산가공	식품
A01	0011	햄세트	축산가공	식품
A01	0012	한식델리	가공식품	식품
A01	0013	일식델리	가공식품	식품
A01	0014	서양델리	가공식품	식품
A01	0015	디저트류	차/커피	식품
A01	0016	에스닉푸드	가공식품	식품
A01	0017	중식델리	가공식품	식품
A01	0018	청과	농산물	식품
A01	0019	채소	농산물	식품
A01	0020	유기농채소	농산물	식품
A01	0021	농산가공	농산물	식품
A01	0022	건과	농산물	식품
A01	0023	선식(가루류)	농산물	식품
A01	0024	곡물	농산물	식품
A01	0025	농산단기행사	농산물	식품
A01	0026	청과세트	농산물	식품
A01	0027	건과세트	농산물	식품
A01	0028	곶감/송이세트	농산물	식품
A01	0029	수삼/더덕세트	농산물	식품
A01	0030	친환경세트	농산물	식품
A01	0031	생선	수산품	식품
A01	0032	회	수산품	식품
A01	0033	건생선	수산품	식품
A01	0034	기타생선	수산품	식품
A01	0035	냉동식품	수산품	식품
A01	0036	굴비류	수산품	식품
A01	0037	멸치류	수산품	식품
A01	0039	김류	수산품	식품
A02	0542	즉석김	즉석구이김	김
A02	0543	즉석김자반	즉석구이김	김
A02	0544	유아잡화	BABY/INFANT	완구
A02	0545	기능성충전재	수예소품	수예소품/커튼
